record_index,IF_anomaly,LOF_anomaly,DBSCAN_anomaly,IF_score,LOF_score,ensemble_votes,ensemble_score,ensemble_majority,ensemble_unanimous,is_critical_error,is_high_frequency,is_rare_operation,is_night_hours,original_index,log_type,wf_principal_id,app_id,atype,browser,browser_version,device_os,device_os_version,uatype,asn,isp,country,frequency,log_timestamp,error_status,normalized_user_agent,operation,rw
7232,0,1,1,-0.4992500623931702,-3.1661306008810786,2,0.20258163143460162,1,0,0,0,0,0,10609,sharepoint,user1,user1,user,Mozilla Generic,,,,7,8075.0,Microsoft Corporation,,1,2025-12-13 09:43:00.711981,0,mozilla,SearchQueryPerformed,read
8599,0,1,1,-0.49808538202476016,-1.9314436206611896,2,0.19922341279922,1,0,0,0,0,0,10776,ms_signin,user2,330c1d6f-75ad-45b5-a067-8beee48c6f9e,app,,,,,0,17762.0,Tata Teleservices (Maharashtra) Ltd,IN,3,2025-12-13 17:48:54.213743,0,,,
6714,0,1,1,-0.489954546851148,-1.8645320611442089,2,0.1830776230148905,1,0,0,0,0,0,15256,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,22,2025-12-14 07:34:27.306796,0,mozilla,drives,read
10871,0,1,1,-0.4894734645735877,-1.9000175188628967,2,0.18215597527303362,1,0,0,0,0,0,15298,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-14 17:04:34.264694,0,mozilla,users/*/drives,read
6742,0,1,1,-0.4893135025872794,-2.1556615661012333,2,0.18205761156870764,1,0,0,0,0,0,15299,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-14 17:04:34.264694,1,mozilla,sites/*/drives,read
14468,0,1,1,-0.4887392873839601,-1.9890201712622677,2,0.1807791917912822,1,0,0,0,0,0,15337,ms_graph,user2,71d6e42a-13fc-4a6f-a5a5-4c36482a734e,app,,,,,0,8075.0,Microsoft Corporation,,1,2025-12-14 05:48:14.981653,0,,users/*/ownedobjects/graph.group,read
10927,0,1,1,-0.4885592325213422,-1.933329790248394,2,0.18037538856079743,1,0,0,0,0,0,15354,ms_graph,user2,62ab86f5-fe17-43c6-aaa5-cd52060b5260,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,,2,2025-12-14 05:48:14.981653,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,serviceprincipals/*/approleassignments,read
1431,0,1,1,-0.48755044173697587,-2.160464681764148,2,0.17857309711285646,1,0,0,0,0,0,15432,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-14 12:31:41.529785,0,mozilla,sites,read
2078,0,1,1,-0.48681074276257025,-2.1755944036192214,2,0.17712234711924668,1,0,0,0,0,0,15617,ms_signin,user14,d60c33e1-c026-4f42-a243-213222885d01,app,,,,,0,10788.0,,US,1,2025-12-14 15:49:06.327579,0,,,
1301,0,1,1,-0.48686136489475296,-1.9572647201453672,2,0.17703619997145276,1,0,0,0,0,0,15623,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,11,2025-12-14 15:39:04.973947,0,mozilla,drives,read
7147,0,1,1,-0.48642489913285664,-2.5932032883398812,2,0.17671524045238612,1,0,0,0,0,0,15663,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,1,2025-12-14 13:35:55.02225,1,mozilla,sites,read
1645,0,1,1,-0.4855743558069958,-3.1428722021934563,2,0.17550131582695677,1,0,0,0,0,0,15803,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,8,2025-12-14 06:32:41.313462,0,mozilla,sites/*/drives,read
14479,0,1,1,-0.48564414182040105,-2.069726243687295,2,0.17472362026604804,1,0,0,0,0,0,18740,ms_signin_int,user11,user11,user,Chrome,143.0.0,Mac,,11,7922.0,"Comcast IP Services, L.L.C.",US,1,2025-12-15 06:19:33.847762,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
9934,0,1,1,-0.48547750636889686,-2.0524285337616885,2,0.1743791332450163,1,0,0,0,0,0,18758,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,22,2025-12-15 11:47:43.01378,0,mozilla,drives,read
1501,0,1,1,-0.48433090080805735,-3.13918030325386,2,0.17303770932834622,1,0,0,0,0,0,18825,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-15 03:59:25.41073,1,mozilla,sites/*/drives,read
11385,0,1,1,-0.4840019433385938,-2.4935914477757612,2,0.1718358712738448,1,0,0,0,0,0,18866,ms_signin,user2,9c797c40-1fdd-40d9-9389-bbc3891a5bf8,app,,,,,0,147221.0,NIXI,IN,4,2025-12-15 10:35:00.841015,0,,,
1485,0,1,1,-0.47936151565561425,-2.424611821392896,2,0.16259487457707583,1,0,0,0,0,0,19718,ms_signin_int,user7,user7,user,Firefox,146.0,Mac,10.15,11,8075.0,Microsoft Corporation,IN,1,2025-12-15 11:36:09.95092,1,mozilla/ macintosh intel mac os x rv gecko/ firefox,,
1246,0,1,1,-0.4794821965333027,-1.7985108744446028,2,0.16229937759088292,1,0,0,0,0,0,19733,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-15 11:20:39.644406,0,mozilla,me,read
12025,0,1,1,-0.47729140806081555,-2.4270483859861414,2,0.15850077940727997,1,0,0,0,0,0,20139,ms_signin,user2,9c797c40-1fdd-40d9-9389-bbc3891a5bf8,app,,,,,0,147221.0,NIXI,IN,4,2025-12-15 05:56:04.325781,0,,,
4786,0,1,1,-0.4771054559561336,-2.2031095770410376,2,0.15794173019259655,1,0,0,0,0,0,22401,ms_signin,user2,c0ab8ce9-e9a0-42e7-b064-33d422df41f1,app,Chrome,143.0.0,Mac,,11,147221.0,NIXI,IN,27,2025-12-16 07:12:47.221439,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,,
1311,0,1,1,-0.47120070889248167,-2.5534871264649213,2,0.14655685648881844,1,0,0,0,0,0,23153,sharepoint,user2,5e3ce6c0-2b1f-4285-8d4b-75ee78787346,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,,1,2025-12-16 15:07:50.920248,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,ListViewed,read
9930,0,1,1,-0.46648670593281044,-1.7912183130024235,2,0.13657864727281316,1,0,0,0,0,0,29105,ms_graph,user2,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,3,2025-12-17 12:31:31.962284,0,,domains,read
1480,0,1,1,-0.46432698731089433,-3.7895006823602335,2,0.13401041719669232,1,0,0,0,0,0,29310,ms_graph,user3,5cc1b1db-90c9-492e-a174-8e014af64557,app,Firefox,146.0,Mac,10.15,11,55352.0,Deep Communications,,1,2025-12-17 08:46:45.811156,0,mozilla/ macintosh intel mac os x rv gecko/ firefox,tenantrelationships/findtenantinformationbytenantid(tenantid='*'),read
1375,0,1,1,-0.4633529615900396,-3.896460965822588,2,0.1321743637137197,1,0,0,0,0,0,29462,ms_graph,user2,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Chrome,143.0.0,Mac,,11,17488.0,HATHWAY CABLE AND DATACOM LIMITED,,1,2025-12-17 09:02:21.976774,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,groups/*/memberof/$count,read
7327,0,1,1,-0.46342497784641085,-2.0757663202218626,2,0.130763150896744,1,0,0,0,0,0,29564,ms_signin,user1,4354e225-50c9-4423-9ece-2d5afd904870,app,Node Fetch,1.0,,,7,55352.0,Deep Communications,IN,1,2025-12-17 12:56:35.660923,0,node-fetch/ https github.com/bitinn/node-fetch,,
12804,0,1,1,-0.461566294294503,-1.985984889903821,2,0.127008710434242,1,0,0,0,0,0,29840,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-17 13:11:44.392196,0,mozilla,sites,read
1234,0,1,1,-0.4607440203591595,-2.9027982728744948,2,0.12616403062792741,1,0,0,0,0,0,29898,ms_signin,user15,d60c33e1-c026-4f42-a243-213222885d01,app,,,,,0,20115.0,,US,1,2025-12-17 20:52:49.844582,0,,,
2849,0,1,1,-0.4577390208312306,-2.383031396062704,2,0.11977441203117656,1,0,0,0,0,0,30545,ms_signin,user1,d2aeb141-54c8-4de4-a20d-fe9028894352,app,,,,,0,55352.0,Deep Communications,IN,1,2025-12-17 15:50:19.929977,0,,,
12514,0,1,1,-0.4555061768071754,-2.2385301226747765,2,0.11523291486266102,1,0,0,0,0,0,32252,ms_graph,user2,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,O365AdminPortal,,,,4,8075.0,Microsoft Corporation,,3,2025-12-17 12:20:42.410226,0,,serviceprincipals,read
1542,0,1,1,-0.45023391252154926,-3.904995266717061,2,0.1062226511754219,1,0,0,0,0,0,42386,ms_signin, user6,1fec8e78-bce4-4aaf-ab1b-5451cc387264,app,,,,,0,7922.0,"Comcast IP Services, L.L.C.",US,2,2025-12-18 21:58:17.039179,1,mozilla/ compatible msal pkeyauth,,
2567,0,1,1,-0.44132127586861636,-2.1730746866440795,2,0.0871090340800581,1,0,0,0,0,0,52008,ms_graph,user3,74658136-14ec-4630-ad9b-26e160ff0fc6,app,Firefox,146.0,Mac,10.15,11,55352.0,Deep Communications,,2,2025-12-19 10:49:24.018095,1,mozilla/ macintosh intel mac os x rv gecko/ firefox,users/*/photos/*/$value,read
1632,0,1,1,-0.4388182557664857,-2.283895390186743,2,0.08225081494341974,1,0,0,0,0,0,52353,ms_signin,user2,4c5c5731-bed6-4b3f-ac87-92e1cd10a3e8,app,,,,,0,17488.0,HATHWAY CABLE AND DATACOM LIMITED,IN,20,2025-12-19 07:58:48.664171,0,,,
9927,0,1,1,-0.43666806587673895,-2.6594394072876435,2,0.07831665495103846,1,0,0,0,0,0,52656,exchange,user7,a3883eba-fbe9-48bd-9ed3-dca3e0e84250,app,,,,,0,0.0,Microsoft Corporation,,1,2025-12-19 13:55:50.771145,0,,MailItemsAccessed,read
1495,0,1,1,-0.4330917636146263,-2.279067912131394,2,0.07091553997593597,1,0,0,0,0,0,53794,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,"Amazon.com, Inc.",,13,2025-12-20 00:00:00.665893,0,mozilla,drives,read
1496,0,1,1,-0.42147607943460663,-2.3351137765438854,2,0.04797911830678819,1,0,0,0,0,0,60011,ms_graph,user2,f9885e6e-6f74-46b3-b595-350157a27541,app,Chrome,143.0.0,Mac,,11,24560.0,Bharti Airtel Limited,,7,2025-12-22 13:12:07.818956,0,mozilla/ macintosh intel mac os x applewebkit/ khtml like gecko chrome/ safari,$batch,write
1457,0,1,1,-0.4211559135456529,-2.366501019717549,2,0.04737238264348892,1,0,0,0,0,0,60050,ms_graph,user1,0beb71dc-1b28-4e20-8102-a68ba2c937e7,app,Mozilla Generic,,,,7,16509.0,Amazon Technologies Inc.,,1,2025-12-22 03:38:24.073616,0,mozilla,sites,read
